player_id,season,utility_entropy,n_roles,max_entropy,utility_score
AddaJa00,2013,-0.0,1,0.0,0.0
AddaJa00,2014,-0.0,1,0.0,0.0
AddaJa00,2015,-0.0,1,0.0,0.0
AddaJa00,2016,-0.0,1,0.0,0.0
AddaJa00,2017,-0.0,1,0.0,0.0
AddaJa00,2018,-0.0,1,0.0,0.0
AddaJa00,2019,-0.0,1,0.0,0.0
AddaJa00,2020,0.5366173635482359,2,0.6931471805599453,0.7741752092459498
AddaJa00,2021,-0.0,1,0.0,0.0
AddeNa00,2019,-0.0,1,0.0,0.0
AddeNa00,2020,-0.0,1,0.0,0.0
AddeNa00,2021,-0.0,1,0.0,0.0
AddeNa00,2022,-0.0,1,0.0,0.0
AddiBr01,2016,-0.0,1,0.0,0.0
AddiJo00,2023,-0.0,1,0.0,0.0
AddiJo00,2024,-0.0,1,0.0,0.0
AddiMa00,2013,-0.0,1,0.0,0.0
AddiMa00,2014,-0.0,1,0.0,0.0
AddiMa00,2015,-0.0,1,0.0,0.0
AddiMa00,2016,-0.0,1,0.0,0.0
AddiMa00,2017,-0.0,1,0.0,0.0
AddiMa00,2018,-0.0,1,0.0,0.0
AddiMa00,2019,-0.0,1,0.0,0.0
AddiMa00,2020,-0.0,1,0.0,0.0
AddiMa00,2021,-0.0,1,0.0,0.0
AddiMa00,2022,-0.0,1,0.0,0.0
AddiTu00,2022,-0.0,1,0.0,0.0
AddiTu00,2023,-0.0,1,0.0,0.0
AddiTu00,2024,-0.0,1,0.0,0.0
AdebAd00,2023,0.5944144642809337,2,0.6931471805599453,0.857558799850773
AdebAd00,2024,-0.0,1,0.0,0.0
AdebPa00,2021,0.2224034233620887,2,0.6931471805599453,0.320860315961214
AdebPa00,2022,-0.0,1,0.0,0.0
AdebPa00,2023,-0.0,1,0.0,0.0
AdebPa00,2024,-0.0,1,0.0,0.0
AdebQu00,2017,-0.0,1,0.0,0.0
AdenHa00,2020,0.9256005176173754,3,1.0986122886681098,0.8425178993214401
AdenHa00,2021,-0.0,1,0.0,0.0
AdenHa00,2022,-0.0,1,0.0,0.0
AdenHa00,2023,-0.0,1,0.0,0.0
AdenOl00,2018,-0.0,1,0.0,0.0
AdenOl00,2019,-0.0,1,0.0,0.0
AdenOl00,2020,0.38454291975622856,2,0.6931471805599453,0.5547781633412736
AdenOl00,2021,-0.0,1,0.0,0.0
AdenOl00,2022,-0.0,1,0.0,0.0
AdeoAa00,2020,-0.0,1,0.0,0.0
AdjeJu00,2015,-0.0,1,0.0,0.0
AdjeJu00,2016,-0.0,1,0.0,0.0
AdkiNa00,2023,-0.0,1,0.0,0.0
AdkiNa00,2024,-0.0,1,0.0,0.0
AdomCa00,2022,-0.0,1,0.0,0.0
AdomCa00,2023,-0.0,1,0.0,0.0
AdomCa00,2024,-0.0,1,0.0,0.0
AdonDa00,2013,-0.0,1,0.0,0.0
AdonDa00,2015,-0.0,1,0.0,0.0
AghoNe00,2015,-0.0,1,0.0,0.0
AghoNe00,2016,-0.0,1,0.0,0.0
AghoNe00,2017,-0.0,1,0.0,0.0
AghoNe00,2018,-0.0,1,0.0,0.0
AghoNe00,2019,-0.0,1,0.0,0.0
AghoNe00,2020,-0.0,1,0.0,0.0
AghoNe00,2021,-0.0,1,0.0,0.0
AghoNe00,2022,-0.0,1,0.0,0.0
AghoNe00,2023,-0.0,1,0.0,0.0
AghoNe00,2024,-0.0,1,0.0,0.0
AgimMc00,2020,-0.0,1,0.0,0.0
AgimMc00,2021,-0.0,1,0.0,0.0
AgimMc00,2023,-0.0,1,0.0,0.0
AgneJa00,2017,-0.0,1,0.0,0.0
AgneJa00,2018,-0.0,1,0.0,0.0
AgneJa00,2019,-0.0,1,0.0,0.0
AgneJa00,2020,-0.0,1,0.0,0.0
AgneJa00,2021,-0.0,1,0.0,0.0
AgneJa00,2022,-0.0,1,0.0,0.0
AgneJa00,2023,-0.0,1,0.0,0.0
AgneRa00,2014,-0.0,1,0.0,0.0
AguaRo00,2016,-0.0,1,0.0,0.0
AgudMi01,2024,-0.0,1,0.0,0.0
AhmeRa00,2022,-0.0,1,0.0,0.0
AhmeSa01,2020,-0.0,1,0.0,0.0
AhmeSa01,2021,-0.0,1,0.0,0.0
AhmeSa01,2022,-0.0,1,0.0,0.0
AhmeSa01,2023,-0.0,1,0.0,0.0
AikeDa00,2013,-0.0,1,0.0,0.0
AikeDa00,2014,-0.0,1,0.0,0.0
AikeDa00,2015,-0.0,1,0.0,0.0
AikeKa00,2014,-0.0,1,0.0,0.0
AikeKa00,2015,-0.0,1,0.0,0.0
AikeKa00,2016,-0.0,1,0.0,0.0
AikeKa00,2017,-0.0,1,0.0,0.0
AikeKa00,2018,-0.0,1,0.0,0.0
AikeWa00,2014,-0.0,1,0.0,0.0
AikeWa00,2015,-0.0,1,0.0,0.0
AikeWa00,2016,0.3403154964221938,2,0.6931471805599453,0.4909714790259647
AikeWa00,2017,-0.0,1,0.0,0.0
AikeWa00,2018,-0.0,1,0.0,0.0
AikeWa00,2019,-0.0,1,0.0,0.0
AiyeVi00,2013,-0.0,1,0.0,0.0
AiyuBr00,2020,-0.0,1,0.0,0.0
AiyuBr00,2021,-0.0,1,0.0,0.0
AiyuBr00,2022,-0.0,1,0.0,0.0
AiyuBr00,2023,-0.0,1,0.0,0.0
AiyuBr00,2024,-0.0,1,0.0,0.0
AjayJa00,2015,-0.0,1,0.0,0.0
AjayJa00,2016,-0.0,1,0.0,0.0
AjayJa00,2017,-0.0,1,0.0,0.0
AjayJa00,2018,-0.0,1,0.0,0.0
AjayJa00,2019,-0.0,1,0.0,0.0
AjirSe00,2013,-0.0,1,0.0,0.0
AjirSe00,2014,-0.0,1,0.0,0.0
AjirSe00,2015,-0.0,1,0.0,0.0
AkerCa00,2020,-0.0,1,0.0,0.0
AkerCa00,2021,-0.0,1,0.0,0.0
AkerCa00,2022,-0.0,1,0.0,0.0
AkerCa00,2023,-0.0,1,0.0,0.0
AkerCa00,2024,-0.0,1,0.0,0.0
AkerLa00,2021,-0.0,1,0.0,0.0
AkinAl00,2023,-0.0,1,0.0,0.0
AkinFr01,2019,-0.0,1,0.0,0.0
AkinFr01,2020,-0.0,1,0.0,0.0
AkinFr01,2021,-0.0,1,0.0,0.0
AkinJo00,2018,-0.0,1,0.0,0.0
AkinJo00,2019,-0.0,1,0.0,0.0
AkinJo00,2020,-0.0,1,0.0,0.0
AkinJo00,2021,-0.0,1,0.0,0.0
AkinJo00,2022,-0.0,1,0.0,0.0
AkinJo00,2023,-0.0,1,0.0,0.0
AkinJo00,2024,-0.0,1,0.0,0.0
AlShAz00,2019,-0.0,1,0.0,0.0
AlShAz00,2020,-0.0,1,0.0,0.0
AlShAz00,2021,-0.0,1,0.0,0.0
AlShAz00,2022,-0.0,1,0.0,0.0
AlShAz00,2023,-0.0,1,0.0,0.0
AlShAz00,2024,-0.0,1,0.0,0.0
AlakOt01,2020,0.6624816500554953,2,0.6931471805599453,0.9557589912150007
AlbeBr20,2013,-0.0,1,0.0,0.0
AlbeBr20,2014,-0.0,1,0.0,0.0
AlbeBr20,2015,-0.0,1,0.0,0.0
AlbeBr20,2016,-0.0,1,0.0,0.0
AlbrBr00,2016,-0.0,1,0.0,0.0
AlbrBr00,2017,-0.0,1,0.0,0.0
AlexAd00,2018,-0.0,1,0.0,0.0
AlexD.00,2015,-0.0,1,0.0,0.0
AlexD.00,2016,-0.0,1,0.0,0.0
AlexD.00,2017,-0.0,1,0.0,0.0
AlexD.00,2018,-0.0,1,0.0,0.0
AlexD.00,2019,-0.0,1,0.0,0.0
AlexDo01,2016,-0.0,1,0.0,0.0
AlexDo01,2017,-0.0,1,0.0,0.0
AlexFr00,2013,-0.0,1,0.0,0.0
AlexFr00,2014,-0.0,1,0.0,0.0
AlexJa00,2018,-0.0,1,0.0,0.0
AlexJa00,2019,-0.0,1,0.0,0.0
AlexJa00,2020,0.19186098513303512,2,0.6931471805599453,0.2767968917915009
AlexJa00,2021,-0.0,1,0.0,0.0
AlexJa00,2022,-0.0,1,0.0,0.0
AlexJa00,2023,-0.0,1,0.0,0.0
AlexJa00,2024,-0.0,1,0.0,0.0
AlexKw00,2015,-0.0,1,0.0,0.0
AlexKw00,2016,-0.0,1,0.0,0.0
AlexKw00,2017,-0.0,1,0.0,0.0
AlexKw00,2018,-0.0,1,0.0,0.0
AlexKw00,2019,-0.0,1,0.0,0.0
AlexKw00,2020,-0.0,1,0.0,0.0
AlexKw00,2021,-0.0,1,0.0,0.0
AlexKw00,2022,-0.0,1,0.0,0.0
AlexKw00,2023,-0.0,1,0.0,0.0
AlexKw00,2024,-0.0,1,0.0,0.0
AlexLo99,2013,-0.0,1,0.0,0.0
AlexLo99,2014,-0.0,1,0.0,0.0
AlexLo99,2015,-0.0,1,0.0,0.0
AlexLo99,2016,-0.0,1,0.0,0.0
AlexLo99,2017,-0.0,1,0.0,0.0
AlexLo99,2018,-0.0,1,0.0,0.0
AlexLo99,2019,-0.0,1,0.0,0.0
AlexMa00,2014,-0.0,1,0.0,0.0
AlexMa00,2015,-0.0,1,0.0,0.0
AlexMa00,2016,-0.0,1,0.0,0.0
AlexMa00,2017,-0.0,1,0.0,0.0
AlexMa00,2018,-0.0,1,0.0,0.0
AlexMa00,2019,-0.0,1,0.0,0.0
AlexMa01,2016,-0.0,1,0.0,0.0
AlexMa01,2017,-0.0,1,0.0,0.0
AlexMa01,2018,-0.0,1,0.0,0.0
AlexMa01,2019,-0.0,1,0.0,0.0
AlexMa01,2020,-0.0,1,0.0,0.0
AlexMa01,2021,-0.0,1,0.0,0.0
AlexMa01,2022,-0.0,1,0.0,0.0
AlexMa02,2022,-0.0,1,0.0,0.0
AlexMa02,2024,-0.0,1,0.0,0.0
AlexVa00,2016,-0.0,1,0.0,0.0
AlexVa00,2017,-0.0,1,0.0,0.0
AlfoDe00,2022,0.5859526183035508,2,0.6931471805599453,0.8453509366224364
AlfoDe00,2023,-0.0,1,0.0,0.0
AlfoDe00,2024,-0.0,1,0.0,0.0
AlfoMa00,2015,-0.0,1,0.0,0.0
AlfoMa00,2016,-0.0,1,0.0,0.0
AlfoRo00,2013,-0.0,1,0.0,0.0
AlfoRo00,2014,-0.0,1,0.0,0.0
AlfoRo00,2015,-0.0,1,0.0,0.0
AlfoRo00,2016,-0.0,1,0.0,0.0
AlfoRo00,2017,-0.0,1,0.0,0.0
AlfoRo00,2018,-0.0,1,0.0,0.0
AlfoRo00,2021,-0.0,1,0.0,0.0
AlieMo00,2018,-0.0,1,0.0,0.0
AlieMo00,2019,-0.0,1,0.0,0.0
AlieMo00,2020,-0.0,1,0.0,0.0
AlieMo00,2021,-0.0,1,0.0,0.0
AlieMo00,2022,-0.0,1,0.0,0.0
AlieMo00,2023,-0.0,1,0.0,0.0
AlieMo00,2024,-0.0,1,0.0,0.0
AlixJo00,2022,-0.0,1,0.0,0.0
AlixRa00,2024,-0.0,1,0.0,0.0
AlleAn02,2013,-0.0,1,0.0,0.0
AlleAn02,2014,-0.0,1,0.0,0.0
AlleAn02,2016,-0.0,1,0.0,0.0
AlleBe00,2014,-0.0,1,0.0,0.0
AlleBe00,2015,-0.0,1,0.0,0.0
AlleBe00,2016,-0.0,1,0.0,0.0
AlleBe00,2017,-0.0,1,0.0,0.0
AlleBe00,2018,-0.0,1,0.0,0.0
AlleBe00,2019,-0.0,1,0.0,0.0
AlleBr00,2019,-0.0,1,0.0,0.0
AlleBr00,2020,-0.0,1,0.0,0.0
AlleBr00,2021,-0.0,1,0.0,0.0
AlleBr00,2022,-0.0,1,0.0,0.0
AlleBr00,2024,-0.0,1,0.0,0.0
AlleBr01,2017,-0.0,1,0.0,0.0
AlleBr01,2018,-0.0,1,0.0,0.0
AlleBr01,2020,-0.0,1,0.0,0.0
AlleBr01,2021,-0.0,1,0.0,0.0
AlleBr02,2018,-0.0,1,0.0,0.0
AlleBr02,2019,-0.0,1,0.0,0.0
AlleBr02,2021,-0.0,1,0.0,0.0
AlleBr02,2022,-0.0,1,0.0,0.0
AlleBr02,2023,-0.0,1,0.0,0.0
AlleBr04,2023,-0.0,1,0.0,0.0
AlleBr05,2024,-0.0,1,0.0,0.0
AlleCh02,2017,-0.0,1,0.0,0.0
AlleCh02,2018,-0.0,1,0.0,0.0
AlleCh03,2022,-0.0,1,0.0,0.0
AlleCo00,2013,-0.0,1,0.0,0.0
AlleCo00,2014,-0.0,1,0.0,0.0
AlleCo00,2015,-0.0,1,0.0,0.0
AlleDa01,2019,-0.0,1,0.0,0.0
AlleDa01,2020,-0.0,1,0.0,0.0
AlleDa01,2021,-0.0,1,0.0,0.0
AlleDa01,2022,-0.0,1,0.0,0.0
AlleDa02,2023,-0.0,1,0.0,0.0
AlleDa02,2024,-0.0,1,0.0,0.0
AlleDe02,2023,-0.0,1,0.0,0.0
AlleDw00,2013,-0.0,1,0.0,0.0
AlleDw00,2014,-0.0,1,0.0,0.0
AlleDw00,2015,-0.0,1,0.0,0.0
AlleDw00,2016,-0.0,1,0.0,0.0
AlleDw00,2017,-0.0,1,0.0,0.0
AlleDw00,2018,-0.0,1,0.0,0.0
AlleJa01,2015,-0.0,1,0.0,0.0
AlleJa01,2016,-0.0,1,0.0,0.0
AlleJa01,2017,-0.0,1,0.0,0.0
AlleJa01,2018,-0.0,1,0.0,0.0
AlleJa01,2019,-0.0,1,0.0,0.0
AlleJa22,2013,-0.0,1,0.0,0.0
AlleJa22,2014,-0.0,1,0.0,0.0
AlleJa22,2015,0.41896055452345876,2,0.6931471805599453,0.6044323143390842
AlleJe01,2013,-0.0,1,0.0,0.0
AlleJe01,2014,-0.0,1,0.0,0.0
AlleJe01,2015,-0.0,1,0.0,0.0
AlleJe01,2016,-0.0,1,0.0,0.0
AlleJe01,2017,-0.0,1,0.0,0.0
AlleJe01,2018,-0.0,1,0.0,0.0
AlleJe01,2019,-0.0,1,0.0,0.0
AlleJo00,2014,-0.0,1,0.0,0.0
AlleJo01,2017,-0.0,1,0.0,0.0
AlleJo01,2018,-0.0,1,0.0,0.0
AlleJo01,2019,-0.0,1,0.0,0.0
AlleJo01,2020,-0.0,1,0.0,0.0
AlleJo01,2021,-0.0,1,0.0,0.0
AlleJo01,2022,-0.0,1,0.0,0.0
AlleJo01,2023,-0.0,1,0.0,0.0
AlleJo01,2024,-0.0,1,0.0,0.0
AlleJo02,2018,-0.0,1,0.0,0.0
AlleJo02,2019,-0.0,1,0.0,0.0
AlleJo02,2020,-0.0,1,0.0,0.0
AlleJo02,2021,-0.0,1,0.0,0.0
AlleJo02,2022,-0.0,1,0.0,0.0
AlleJo02,2023,-0.0,1,0.0,0.0
AlleJo02,2024,-0.0,1,0.0,0.0
AlleJo03,2019,-0.0,1,0.0,0.0
AlleJo03,2020,-0.0,1,0.0,0.0
AlleJo03,2021,-0.0,1,0.0,0.0
AlleJo03,2022,-0.0,1,0.0,0.0
AlleJo03,2023,-0.0,1,0.0,0.0
AlleJo03,2024,-0.0,1,0.0,0.0
AlleKe00,2013,-0.0,1,0.0,0.0
AlleKe00,2014,-0.0,1,0.0,0.0
AlleKe00,2015,-0.0,1,0.0,0.0
AlleKe00,2016,-0.0,1,0.0,0.0
AlleKe00,2017,-0.0,1,0.0,0.0
AlleKe00,2018,-0.0,1,0.0,0.0
AlleKe00,2019,-0.0,1,0.0,0.0
AlleKe00,2020,-0.0,1,0.0,0.0
AlleKe00,2021,-0.0,1,0.0,0.0
AlleKe00,2022,-0.0,1,0.0,0.0
AlleKe00,2023,-0.0,1,0.0,0.0
AlleKe00,2024,-0.0,1,0.0,0.0
AlleKy00,2018,-0.0,1,0.0,0.0
AlleKy00,2019,-0.0,1,0.0,0.0
AlleKy00,2020,-0.0,1,0.0,0.0
AlleKy00,2021,-0.0,1,0.0,0.0
AlleKy00,2022,-0.0,1,0.0,0.0
AlleKy00,2023,-0.0,1,0.0,0.0
AlleKy00,2024,-0.0,1,0.0,0.0
AlleMa03,2018,-0.0,1,0.0,0.0
AlleMa03,2019,-0.0,1,0.0,0.0
AlleMa03,2020,0.181343221770704,2,0.6931471805599453,0.2616229667474222
AlleMa03,2021,-0.0,1,0.0,0.0
AlleMa03,2022,-0.0,1,0.0,0.0
AlleNa99,2013,-0.0,1,0.0,0.0
AlleNa99,2014,-0.0,1,0.0,0.0
AlleNa99,2015,-0.0,1,0.0,0.0
AlleNa99,2016,-0.0,1,0.0,0.0
AlleNa99,2017,-0.0,1,0.0,0.0
AlleNi00,2019,-0.0,1,0.0,0.0
AlleNi00,2020,-0.0,1,0.0,0.0
AlleNi00,2021,-0.0,1,0.0,0.0
AlleNi00,2022,-0.0,1,0.0,0.0
AlleNi00,2023,-0.0,1,0.0,0.0
AlleNi00,2024,-0.0,1,0.0,0.0
AlleRa00,2014,-0.0,1,0.0,0.0
AlleRi00,2015,-0.0,1,0.0,0.0
AlleRi00,2016,0.18470473114441044,2,0.6931471805599453,0.26647259965077025
AlleRi00,2017,-0.0,1,0.0,0.0
AlleRi00,2018,-0.0,1,0.0,0.0
AlleRi00,2019,-0.0,1,0.0,0.0
AlleRi00,2020,0.17619226215056494,2,0.6931471805599453,0.25419170284762826
AlleRi00,2021,-0.0,1,0.0,0.0
AlleRu00,2013,-0.0,1,0.0,0.0
AlleRy01,2013,-0.0,1,0.0,0.0
AlleRy01,2014,-0.0,1,0.0,0.0
AlleRy01,2015,-0.0,1,0.0,0.0
AlleRy01,2016,-0.0,1,0.0,0.0
AlleRy01,2017,-0.0,1,0.0,0.0
AlleRy01,2018,-0.0,1,0.0,0.0
AlleRy01,2019,-0.0,1,0.0,0.0
AlleRy01,2020,-0.0,1,0.0,0.0
AlleWi21,2013,-0.0,1,0.0,0.0
AlleWi21,2014,-0.0,1,0.0,0.0
AlleWi21,2015,-0.0,1,0.0,0.0
AlleZa01,2019,-0.0,1,0.0,0.0
AlleZa01,2020,0.6797414359820004,2,0.6931471805599453,0.9806595987779748
AlleZa01,2021,0.19518096180777955,2,0.6931471805599453,0.28158660567602173
AlleZa01,2022,-0.0,1,0.0,0.0
AlleZa01,2023,-0.0,1,0.0,0.0
AlleZa01,2024,-0.0,1,0.0,0.0
AllgTy00,2022,-0.0,1,0.0,0.0
AllgTy00,2023,-0.0,1,0.0,0.0
AllgTy00,2024,-0.0,1,0.0,0.0
AlliGe01,2016,-0.0,1,0.0,0.0
AlliGe01,2017,-0.0,1,0.0,0.0
AlliGe01,2018,-0.0,1,0.0,0.0
AlliGe01,2019,-0.0,1,0.0,0.0
AlliGe01,2021,-0.0,1,0.0,0.0
AllxEr00,2024,-0.0,1,0.0,0.0
AlonKi00,2013,-0.0,1,0.0,0.0
AlonKi00,2015,-0.0,1,0.0,0.0
AlonKi00,2016,-0.0,1,0.0,0.0
AlonKi00,2017,-0.0,1,0.0,0.0
AlonKi00,2018,-0.0,1,0.0,0.0
AlonKi00,2019,-0.0,1,0.0,0.0
AltxJo01,2024,-0.0,1,0.0,0.0
AluaTy99,2013,-0.0,1,0.0,0.0
AluaTy99,2014,-0.0,1,0.0,0.0
AluaTy99,2015,0.22371807606583377,2,0.6931471805599453,0.3227569588973983
AluaTy99,2016,-0.0,1,0.0,0.0
AluaTy99,2017,-0.0,1,0.0,0.0
AluaTy99,2018,-0.0,1,0.0,0.0
AluaTy99,2019,-0.0,1,0.0,0.0
AluaTy99,2020,0.38242871533060907,2,0.6931471805599453,0.5517280111010068
AluaTy99,2021,-0.0,1,0.0,0.0
AluaTy99,2022,0.6796238894727543,2,0.6931471805599453,0.9804900150120117
AluaTy99,2023,-0.0,1,0.0,0.0
AlufAu00,2020,-0.0,1,0.0,0.0
AmadUg00,2019,-0.0,1,0.0,0.0
AmadUg00,2020,0.10250673441893214,2,0.6931471805599453,0.1478859574039154
AmadUg00,2021,-0.0,1,0.0,0.0
AmadUg00,2022,-0.0,1,0.0,0.0
AmadUg00,2023,-0.0,1,0.0,0.0
AmadUg00,2024,-0.0,1,0.0,0.0
AmarJa00,2014,-0.0,1,0.0,0.0
AmarJa00,2016,-0.0,1,0.0,0.0
AmegKi00,2024,-0.0,1,0.0,0.0
AmenDa00,2013,-0.0,1,0.0,0.0
AmenDa00,2014,-0.0,1,0.0,0.0
AmenDa00,2015,-0.0,1,0.0,0.0
AmenDa00,2016,-0.0,1,0.0,0.0
