player_id,season,position,time_in_role,league,total_time,role_share
AhmeRa00,2022,K,6.0,NFL,6.0,1.0
AhmeSa01,2020,RB,205.0,NFL,205.0,1.0
AhmeSa01,2021,RB,172.0,NFL,172.0,1.0
AhmeSa01,2022,RB,118.0,NFL,118.0,1.0
AhmeSa01,2023,RB,205.0,NFL,205.0,1.0
AikeDa00,2013,LS,179.0,NFL,179.0,1.0
AikeDa00,2014,LS,177.0,NFL,177.0,1.0
AikeDa00,2015,LS,31.0,NFL,31.0,1.0
AikeKa00,2014,WR,626.0,NFL,626.0,1.0
AikeKa00,2015,WR,951.0,NFL,951.0,1.0
AikeKa00,2016,WR,758.0,NFL,758.0,1.0
AikeKa00,2017,WR,693.0,NFL,693.0,1.0
AikeKa00,2018,WR,190.0,NFL,190.0,1.0
AikeWa00,2014,SS,292.0,NFL,292.0,1.0
AikeWa00,2015,SS,778.0,NFL,778.0,1.0
AikeWa00,2016,S,44.0,NFL,411.0,0.1070559610705596
AikeWa00,2016,SS,367.0,NFL,411.0,0.8929440389294404
AikeWa00,2017,CB,396.0,NFL,396.0,1.0
AikeWa00,2018,SS,406.0,NFL,406.0,1.0
AikeWa00,2019,SS,464.0,NFL,464.0,1.0
AiyeVi00,2013,LB,90.0,NFL,90.0,1.0
AiyuBr00,2020,WR,733.0,NFL,733.0,1.0
AiyuBr00,2021,WR,1116.0,NFL,1116.0,1.0
AiyuBr00,2022,WR,1167.0,NFL,1167.0,1.0
AiyuBr00,2023,WR,993.0,NFL,993.0,1.0
AiyuBr00,2024,WR,357.0,NFL,357.0,1.0
AjayJa00,2015,RB,218.0,NFL,218.0,1.0
AjayJa00,2016,RB,641.0,NFL,641.0,1.0
AjayJa00,2017,RB,592.0,NFL,592.0,1.0
AjayJa00,2018,RB,120.0,NFL,120.0,1.0
AjayJa00,2019,RB,21.0,NFL,21.0,1.0
AjirSe00,2013,WR,271.0,NFL,271.0,1.0
AjirSe00,2014,WR,446.0,NFL,446.0,1.0
AjirSe00,2015,WR,272.0,NFL,272.0,1.0
AkerCa00,2020,RB,397.0,NFL,397.0,1.0
AkerCa00,2021,RB,172.0,NFL,172.0,1.0
AkerCa00,2022,RB,428.0,NFL,428.0,1.0
AkerCa00,2023,RB,139.0,NFL,139.0,1.0
AkerCa00,2024,RB,342.0,NFL,342.0,1.0
AkerLa00,2021,WR,26.0,NFL,26.0,1.0
AkinAl00,2023,T,4.0,NFL,4.0,1.0
AkinFr01,2019,DE,6.0,NFL,6.0,1.0
AkinFr01,2020,DE,26.0,NFL,26.0,1.0
AkinFr01,2021,DE,21.0,NFL,21.0,1.0
AkinJo00,2018,TE,492.0,NFL,492.0,1.0
AkinJo00,2019,TE,766.0,NFL,766.0,1.0
AkinJo00,2020,TE,470.0,NFL,470.0,1.0
AkinJo00,2021,TE,347.0,NFL,347.0,1.0
AkinJo00,2022,TE,440.0,NFL,440.0,1.0
AkinJo00,2023,TE,395.0,NFL,395.0,1.0
AkinJo00,2024,TE,606.0,NFL,606.0,1.0
AlShAz00,2019,LB,413.0,NFL,413.0,1.0
AlShAz00,2020,LB,557.0,NFL,557.0,1.0
AlShAz00,2021,LB,860.0,NFL,860.0,1.0
AlShAz00,2022,LB,397.0,NFL,397.0,1.0
AlShAz00,2023,LB,1176.0,NFL,1176.0,1.0
AlShAz00,2024,LB,675.0,NFL,675.0,1.0
AlakOt01,2020,ILB,26.0,NFL,69.0,0.37681159420289856
AlakOt01,2020,LB,43.0,NFL,69.0,0.6231884057971014
AlbeBr20,2013,T,918.0,NFL,918.0,1.0
AlbeBr20,2014,T,586.0,NFL,586.0,1.0
AlbeBr20,2015,T,801.0,NFL,801.0,1.0
AlbeBr20,2016,T,786.0,NFL,786.0,1.0
AlbrBr00,2016,LB,19.0,NFL,19.0,1.0
AlbrBr00,2017,LB,147.0,NFL,147.0,1.0
AlexAd00,2018,CB,128.0,NFL,128.0,1.0
AlexD.00,2015,LB,395.0,NFL,395.0,1.0
AlexD.00,2016,LB,427.0,NFL,427.0,1.0
AlexD.00,2017,LB,266.0,NFL,266.0,1.0
AlexD.00,2018,LB,254.0,NFL,254.0,1.0
AlexD.00,2019,LB,139.0,NFL,139.0,1.0
AlexDo01,2016,LB,243.0,NFL,243.0,1.0
AlexDo01,2017,LB,70.0,NFL,70.0,1.0
AlexFr00,2013,DE,283.0,NFL,283.0,1.0
AlexFr00,2014,DE,22.0,NFL,22.0,1.0
AlexJa00,2018,CB,832.0,NFL,832.0,1.0
AlexJa00,2019,CB,1141.0,NFL,1141.0,1.0
AlexJa00,2020,CB,977.0,NFL,1026.0,0.9522417153996101
AlexJa00,2020,DB,49.0,NFL,1026.0,0.04775828460038986
AlexJa00,2021,CB,227.0,NFL,227.0,1.0
AlexJa00,2022,CB,962.0,NFL,962.0,1.0
AlexJa00,2023,CB,574.0,NFL,574.0,1.0
AlexJa00,2024,CB,375.0,NFL,375.0,1.0
AlexKw00,2015,LB,875.0,NFL,875.0,1.0
AlexKw00,2016,LB,1092.0,NFL,1092.0,1.0
AlexKw00,2017,LB,771.0,NFL,771.0,1.0
AlexKw00,2018,LB,399.0,NFL,399.0,1.0
AlexKw00,2019,LB,429.0,NFL,429.0,1.0
AlexKw00,2020,LB,676.0,NFL,676.0,1.0
AlexKw00,2021,LB,538.0,NFL,538.0,1.0
AlexKw00,2022,LB,569.0,NFL,569.0,1.0
AlexKw00,2023,LB,367.0,NFL,367.0,1.0
AlexKw00,2024,LB,94.0,NFL,94.0,1.0
AlexLo99,2013,LB,118.0,NFL,118.0,1.0
AlexLo99,2014,LB,418.0,NFL,418.0,1.0
AlexLo99,2015,LB,459.0,NFL,459.0,1.0
AlexLo99,2016,LB,1040.0,NFL,1040.0,1.0
AlexLo99,2017,LB,991.0,NFL,991.0,1.0
AlexLo99,2018,LB,800.0,NFL,800.0,1.0
AlexLo99,2019,LB,769.0,NFL,769.0,1.0
AlexMa00,2014,SS,147.0,NFL,147.0,1.0
AlexMa00,2015,SS,609.0,NFL,609.0,1.0
AlexMa00,2016,FS,982.0,NFL,982.0,1.0
AlexMa00,2017,SS,260.0,NFL,260.0,1.0
AlexMa00,2018,SS,154.0,NFL,154.0,1.0
AlexMa00,2019,LB,182.0,NFL,182.0,1.0
AlexMa01,2016,CB,182.0,NFL,182.0,1.0
AlexMa01,2017,CB,515.0,NFL,515.0,1.0
AlexMa01,2018,CB,593.0,NFL,593.0,1.0
AlexMa01,2019,CB,562.0,NFL,562.0,1.0
AlexMa01,2020,CB,642.0,NFL,642.0,1.0
AlexMa01,2021,CB,761.0,NFL,761.0,1.0
AlexMa01,2022,CB,14.0,NFL,14.0,1.0
AlexMa02,2022,WR,34.0,NFL,34.0,1.0
AlexMa02,2024,WR,17.0,NFL,17.0,1.0
AlexVa00,2016,G,324.0,NFL,324.0,1.0
AlexVa00,2017,T,306.0,NFL,306.0,1.0
AlfoDe00,2022,CB,192.0,NFL,264.0,0.7272727272727273
AlfoDe00,2022,DB,72.0,NFL,264.0,0.2727272727272727
AlfoDe00,2023,CB,713.0,NFL,713.0,1.0
AlfoDe00,2024,CB,766.0,NFL,766.0,1.0
AlfoMa00,2015,WR,6.0,NFL,6.0,1.0
AlfoMa00,2016,WR,32.0,NFL,32.0,1.0
AlfoRo00,2013,CB,784.0,NFL,784.0,1.0
AlfoRo00,2014,CB,689.0,NFL,689.0,1.0
AlfoRo00,2015,CB,1054.0,NFL,1054.0,1.0
AlfoRo00,2016,CB,1464.0,NFL,1464.0,1.0
AlfoRo00,2017,CB,1350.0,NFL,1350.0,1.0
AlfoRo00,2018,CB,1034.0,NFL,1034.0,1.0
AlfoRo00,2021,CB,648.0,NFL,648.0,1.0
AlieMo00,2018,TE,306.0,NFL,306.0,1.0
AlieMo00,2019,TE,465.0,NFL,465.0,1.0
AlieMo00,2020,TE,566.0,NFL,566.0,1.0
AlieMo00,2021,TE,725.0,NFL,725.0,1.0
AlieMo00,2022,TE,679.0,NFL,679.0,1.0
AlieMo00,2023,TE,557.0,NFL,557.0,1.0
AlieMo00,2024,TE,585.0,NFL,585.0,1.0
AlixJo00,2022,WR,14.0,NFL,14.0,1.0
AlixRa00,2024,RB,69.0,NFL,69.0,1.0
AlleAn02,2013,FS,662.0,NFL,662.0,1.0
AlleAn02,2014,CB,654.0,NFL,654.0,1.0
AlleAn02,2016,FS,211.0,NFL,211.0,1.0
AlleBe00,2014,NT,286.0,NFL,286.0,1.0
AlleBe00,2015,NT,468.0,NFL,468.0,1.0
AlleBe00,2016,DT,561.0,NFL,561.0,1.0
AlleBe00,2017,DT,659.0,NFL,659.0,1.0
AlleBe00,2018,DT,386.0,NFL,386.0,1.0
AlleBe00,2019,NT,317.0,NFL,317.0,1.0
AlleBr00,2019,QB,176.0,NFL,176.0,1.0
AlleBr00,2020,QB,277.0,NFL,277.0,1.0
AlleBr00,2021,QB,92.0,NFL,92.0,1.0
AlleBr00,2022,QB,16.0,NFL,16.0,1.0
AlleBr00,2024,QB,54.0,NFL,54.0,1.0
AlleBr01,2017,CB,85.0,NFL,85.0,1.0
AlleBr01,2018,CB,98.0,NFL,98.0,1.0
AlleBr01,2020,DB,35.0,NFL,35.0,1.0
AlleBr01,2021,CB,24.0,NFL,24.0,1.0
AlleBr02,2018,C,128.0,NFL,128.0,1.0
AlleBr02,2019,C,568.0,NFL,568.0,1.0
AlleBr02,2021,C,1232.0,NFL,1232.0,1.0
AlleBr02,2022,C,372.0,NFL,372.0,1.0
AlleBr02,2023,C,44.0,NFL,44.0,1.0
AlleBr04,2023,DE,30.0,NFL,30.0,1.0
AlleBr05,2024,RB,448.0,NFL,448.0,1.0
AlleCh02,2017,LB,574.0,NFL,574.0,1.0
AlleCh02,2018,LB,114.0,NFL,114.0,1.0
AlleCh03,2022,TE,9.0,NFL,9.0,1.0
AlleCo00,2013,CB,834.0,NFL,834.0,1.0
AlleCo00,2014,CB,538.0,NFL,538.0,1.0
AlleCo00,2015,CB,32.0,NFL,32.0,1.0
AlleDa01,2019,LB,54.0,NFL,54.0,1.0
AlleDa01,2020,LB,355.0,NFL,355.0,1.0
AlleDa01,2021,LB,311.0,NFL,311.0,1.0
AlleDa01,2022,LB,88.0,NFL,88.0,1.0
AlleDa02,2023,TE,320.0,NFL,320.0,1.0
AlleDa02,2024,TE,472.0,NFL,472.0,1.0
AlleDe02,2023,WR,23.0,NFL,23.0,1.0
AlleDw00,2013,TE,32.0,NFL,32.0,1.0
AlleDw00,2014,TE,827.0,NFL,827.0,1.0
AlleDw00,2015,TE,575.0,NFL,575.0,1.0
AlleDw00,2016,TE,613.0,NFL,613.0,1.0
AlleDw00,2017,TE,615.0,NFL,615.0,1.0
AlleDw00,2018,TE,511.0,NFL,511.0,1.0
AlleJa01,2015,RB,413.0,NFL,413.0,1.0
AlleJa01,2016,RB,134.0,NFL,134.0,1.0
AlleJa01,2017,RB,630.0,NFL,630.0,1.0
AlleJa01,2018,RB,514.0,NFL,514.0,1.0
AlleJa01,2019,RB,200.0,NFL,200.0,1.0
AlleJa22,2013,DE,1160.0,NFL,1160.0,1.0
AlleJa22,2014,DE,974.0,NFL,974.0,1.0
AlleJa22,2015,DE,634.0,NFL,744.0,0.8521505376344086
AlleJa22,2015,LB,110.0,NFL,744.0,0.1478494623655914
AlleJe01,2013,G,1042.0,NFL,1042.0,1.0
AlleJe01,2014,G,41.0,NFL,41.0,1.0
AlleJe01,2015,G,651.0,NFL,651.0,1.0
AlleJe01,2016,G,1028.0,NFL,1028.0,1.0
AlleJe01,2017,G,774.0,NFL,774.0,1.0
AlleJe01,2018,G,285.0,NFL,285.0,1.0
AlleJe01,2019,G,33.0,NFL,33.0,1.0
AlleJo00,2014,C,45.0,NFL,45.0,1.0
AlleJo01,2017,DE,185.0,NFL,185.0,1.0
AlleJo01,2018,DE,856.0,NFL,856.0,1.0
AlleJo01,2019,DE,733.0,NFL,733.0,1.0
AlleJo01,2020,DT,876.0,NFL,876.0,1.0
AlleJo01,2021,DT,852.0,NFL,852.0,1.0
AlleJo01,2022,DT,808.0,NFL,808.0,1.0
AlleJo01,2023,DT,872.0,NFL,872.0,1.0
AlleJo01,2024,DT,430.0,NFL,430.0,1.0
AlleJo02,2018,QB,719.0,NFL,719.0,1.0
AlleJo02,2019,QB,1073.0,NFL,1073.0,1.0
AlleJo02,2020,QB,1222.0,NFL,1222.0,1.0
AlleJo02,2021,QB,1278.0,NFL,1278.0,1.0
AlleJo02,2022,QB,1198.0,NFL,1198.0,1.0
AlleJo02,2023,QB,1270.0,NFL,1270.0,1.0
AlleJo02,2024,QB,1173.0,NFL,1173.0,1.0
AlleJo03,2019,DE,725.0,NFL,725.0,1.0
AlleJo03,2020,DE,429.0,NFL,429.0,1.0
AlleJo03,2021,LB,850.0,NFL,850.0,1.0
AlleJo03,2022,LB,1084.0,NFL,1084.0,1.0
AlleJo03,2023,LB,965.0,NFL,965.0,1.0
AlleJo03,2024,DE,899.0,NFL,899.0,1.0
AlleKe00,2013,WR,1098.0,NFL,1098.0,1.0
AlleKe00,2014,WR,877.0,NFL,877.0,1.0
AlleKe00,2015,WR,553.0,NFL,553.0,1.0
AlleKe00,2016,WR,27.0,NFL,27.0,1.0
AlleKe00,2017,WR,901.0,NFL,901.0,1.0
AlleKe00,2018,WR,937.0,NFL,937.0,1.0
AlleKe00,2019,WR,933.0,NFL,933.0,1.0
AlleKe00,2020,WR,874.0,NFL,874.0,1.0
AlleKe00,2021,WR,972.0,NFL,972.0,1.0
AlleKe00,2022,WR,583.0,NFL,583.0,1.0
